Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
Nyse,GNRC,Generac Holdlings Inc.,37.81,$2.49B,2010,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/gnrc
Nyse,GAM,"General American Investors, Inc.",33.07,$917.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gam
Nyse,GAM^B,"General American Investors, Inc.",26.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gam^b
Nyse,BGC,General Cable Corporation,16.36,$806.36M,1997,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bgc
Nyse,GD,General Dynamics Corporation,153.81,$46.95B,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/gd
Nyse,GEH,General Electric Capital Corporation,26.7507,n/a,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/geh
Nyse,GEK,General Electric Capital Corporation,26.24,n/a,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/gek
Nyse,GE,General Electric Company,31.29,$280.4B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ge
Nyse,GEB,General Electric Company,26.16,n/a,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/geb
Nyse,GGP,"General Growth Properties, Inc.",29.29,$25.91B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp
Nyse,GGP^A,"General Growth Properties, Inc.",26.91,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp^a
Nyse,GIS,"General Mills, Inc.",70.94,$42.35B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gis
Nyse,GM,General Motors Company,32.16,$50.33B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/gm
Nyse,GM.WS.B,General Motors Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gm.ws.b
Nyse,GCO,Genesco Inc.,49.04,$1.02B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gco
Nyse,GWR,"Genesee & Wyoming, Inc.",68.14,$3.95B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gwr
Nyse,GEL,"Genesis Energy, L.P.",36.37,$4.29B,1996,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/gel
Nyse,GEN           ,"Genesis Healthcare, Inc.",2.46,$379.92M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gen
Nyse,GNE,Genie Energy Ltd.,6.22,$153.3M,2011,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/gne
Nyse,GNE^A,Genie Energy Ltd.,7.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gne^a
Nyse,G,Genpact Limited,24.13,$5B,2007,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/g
Nyse,GPC,Genuine Parts Company,103.41,$15.4B,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpc
Nyse,GNW,Genworth Financial Inc,4.8,$2.39B,2004,Finance,Life Insurance,http://www.nasdaq.com/symbol/gnw
Nyse,GEO,Geo Group Inc (The),20.85,$1.56B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/geo
Nyse,GPRK,Geopark Ltd,3.5,$209.39M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gprk
Nyse,GPE^A,Georgia Power Company,30.7,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gpe^a
Nyse,GGB,Gerdau S.A.,2.89,$4.96B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/ggb
Nyse,GTY,Getty Realty Corporation,23.72,$800.56M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/gty
Nyse,GIMO,Gigamon Inc.,44.53,$1.57B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/gimo
Nyse,GIL,"Gildan Activewear, Inc.",29.72,$6.89B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/gil
Nyse,GLT,Glatfelter,22.47,$978.52M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/glt
Nyse,GKOS,Glaukos Corporation,30.69,$1.01B,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gkos
Nyse,GSK,GlaxoSmithKline PLC,44.26,$107.83B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gsk
Nyse,BRSS,"Global Brass and Copper Holdings, Inc.",28.29,$610.85M,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/brss
Nyse,GMRE,Global Medical REIT Inc.,10.73,$15.31M,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gmre
Nyse,GNL,"Global Net Lease, Inc.",8.45,$1.43B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gnl
Nyse,GLP,Global Partners LP,15.53,$527.95M,2005,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/glp
Nyse,GPN,Global Payments Inc.,76.32,$11.73B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/gpn
Nyse,GSL,"Global Ship Lease, Inc.",1.74,$95.64M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gsl
Nyse,GSL^B,"Global Ship Lease, Inc.",17.345,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gsl^b
Nyse,GLOB,Globant S.A.,40.19,$1.38B,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/glob
Nyse,GMED,"Globus Medical, Inc.",23.97,$2.29B,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gmed
Nyse,GMS,GMS Inc.,24.65,$1.01B,2016,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/gms
Nyse,GNC,"GNC Holdings, Inc.",20.74,$1.42B,2011,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/gnc
Nyse,GDDY,GoDaddy Inc.,32.68,$5.28B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/gddy
Nyse,GOL,Gol Linhas Aereas Inteligentes S.A.,21.34,$11.18B,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/gol
Nyse,GFI,Gold Fields Limited,5.52,$4.53B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gfi
Nyse,GG,Goldcorp Inc.,16.02,$13.67B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gg
Nyse,GSBD,"Goldman Sachs BDC, Inc.",21.65,$786.36M,2015,n/a,n/a,http://www.nasdaq.com/symbol/gsbd
Nyse,GS,"Goldman Sachs Group, Inc. (The)",169.18,$68.6B,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gs
Nyse,GS^A,"Goldman Sachs Group, Inc. (The)",22.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^a
Nyse,GS^B,"Goldman Sachs Group, Inc. (The)",26.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^b
Nyse,GS^C,"Goldman Sachs Group, Inc. (The)",23.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^c
Nyse,GS^D,"Goldman Sachs Group, Inc. (The)",22.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^d
Nyse,GS^I,"Goldman Sachs Group, Inc. (The)",26.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^i
Nyse,GS^J,"Goldman Sachs Group, Inc. (The)",27.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^j
Nyse,GS^K,"Goldman Sachs Group, Inc. (The)",29.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^k
Nyse,GS^N,"Goldman Sachs Group, Inc. (The)",27.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^n
Nyse,GSJ,"Goldman Sachs Group, Inc. (The)",25.68,n/a,2011,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gsj
Nyse,TFG,"Goldman Sachs Group, Inc. (The)",26.0666,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tfg
Nyse,GER,Goldman Sachs MLP Energy Renaissance Fund,7.18,$566.08M,1986,n/a,n/a,http://www.nasdaq.com/symbol/ger
Nyse,GMZ,Goldman Sachs MLP Income Opportunities Fund,9.48,$420.38M,2013,n/a,n/a,http://www.nasdaq.com/symbol/gmz
Nyse,GPX,GP Strategies Corporation,24.26,$403.38M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gpx
Nyse,GGG,Graco Inc.,75.07,$4.18B,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ggg
Nyse,GHM,Graham Corporation,19.51,$189.51M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ghm
Nyse,GHC,Graham Holdings Company,495.76,$2.78B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ghc
Nyse,GPT,Gramercy Property Trust,9.64,$4.07B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gpt
Nyse,GPT^A,Gramercy Property Trust Inc.,27.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gpt^a
Nyse,GRAM,Grana y Montero S.A.A.,8.1999,$1.08B,2013,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gram
Nyse,GVA,Granite Construction Incorporated,49,$1.94B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gva
Nyse,GRP.U,Granite Real Estate Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grp.u
Nyse,GPK,Graphic Packaging Holding Company,14.59,$4.66B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/gpk
Nyse,GTN,"Gray Television, Inc.",11.28,$819.94M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/gtn
Nyse,GTN.A,"Gray Television, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gtn.a
Nyse,AJX,Great Ajax Corp.,13.79,$256.05M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ajx
Nyse,GXP,Great Plains Energy Inc,27.6,$4.27B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp
Nyse,GWB,"Great Western Bancorp, Inc.",34.22,$2.01B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gwb
Nyse,GDOT,Green Dot Corporation,23.41,$1.14B,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gdot
Nyse,GBX,"Greenbrier Companies, Inc. (The)",33.34,$940.33M,1994,Capital Goods,Railroads,http://www.nasdaq.com/symbol/gbx
Nyse,GHL,"Greenhill & Co., Inc.",22.36,$662.2M,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ghl
Nyse,GEF,Greif Bros. Corporation,46.08,$2.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef
Nyse,GEF.B,Greif Bros. Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef.b
Nyse,GFF,Griffon Corporation,17.4,$801.29M,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/gff
Nyse,GPI,"Group 1 Automotive, Inc.",60.91,$1.3B,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpi
Nyse,GRUB,GrubHub Inc.,41.47,$3.53B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/grub
Nyse,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",101.06,$5.67B,2006,Transportation,Aerospace,http://www.nasdaq.com/symbol/pac
Nyse,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",157.87,$4.74B,n/a,Transportation,Aerospace,http://www.nasdaq.com/symbol/asr
Nyse,AVAL,Grupo Aval Acciones y Valores S.A.,8.58,$9.56B,2014,Finance,Commercial Banks,http://www.nasdaq.com/symbol/aval
Nyse,BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,9.64,$13.07B,2012,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsmx
Nyse,SUPV,Grupo Supervielle S.A.,14,$930.45M,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/supv
Nyse,TV,Grupo Televisa S.A.,27.67,$16.19B,1993,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tv
Nyse,GTT,"GTT Communications, Inc.",21.38,$792.62M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gtt
Nyse,GSH,Guangshen Railway Company Limited,27.24,$3.86B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gsh
Nyse,GES,"Guess?, Inc.",15.91,$1.34B,1996,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ges
Nyse,GGM,Guggenheim Credit Allocation Fund,22.71,$150.57M,2013,n/a,n/a,http://www.nasdaq.com/symbol/ggm
Nyse,GPM,Guggenheim Enhanced Equity Income Fund,8.05,$153.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gpm
Nyse,GGE,Guggenheim Enhanced Equity Strategy Fund,16.0649,$80.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gge
Nyse,GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,16.77,$147.14M,2011,n/a,n/a,http://www.nasdaq.com/symbol/geq
Nyse,GOF,Guggenheim Strategic Opportunities Fund,19.17,$348.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gof
Nyse,GBAB,Guggenheim Taxable Municipal Managed Duration Trst,23.77,$413.99M,2010,n/a,n/a,http://www.nasdaq.com/symbol/gbab
Nyse,GWRE,"Guidewire Software, Inc.",63.01,$4.57B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
Nyse,GLF,"GulfMark Offshore, Inc.",2.28,$61.19M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/glf
Nyse,HRB,"H&R Block, Inc.",21.65,$4.77B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hrb
Nyse,FUL,H. B. Fuller Company,48.49,$2.44B,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/ful
Nyse,HAE,Haemonetics Corporation,37.8,$1.94B,1991,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hae
Nyse,HK,Halcon Resources Corporation,0.3101,$38.03M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hk
Nyse,HAL,Halliburton Company,43.32,$37.3B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hal
Nyse,HYH,"Halyard Health, Inc.",36.57,$1.71B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hyh
Nyse,HBI,Hanesbrands Inc.,26.4,$9.97B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/hbi
Nyse,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",24.71,$1.07B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hasi
Nyse,HOG,"Harley-Davidson, Inc.",53.09,$9.49B,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/hog
Nyse,HAR,"Harman International Industries, Incorporated",85.99,$6B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/har
Nyse,HMY,Harmony Gold Mining Company Limited,4.02,$1.76B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hmy
Nyse,HRS,Harris Corporation,93.69,$11.64B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrs
Nyse,HSC,Harsco Corporation,10.07,$807.36M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hsc
Nyse,HHS,"Harte-Hanks, Inc.",1.65,$101.49M,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
Nyse,HGH,"Hartford Financial Services Group, Inc. (The)",31.88,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hgh
Nyse,HIG,"Hartford Financial Services Group, Inc. (The)",40.99,$15.82B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hig
Nyse,HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hig.ws
Nyse,HNR,Harvest Natural Resources Inc,0.61,$31.35M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hnr
Nyse,HVT,"Haverty Furniture Companies, Inc.",19.78,$417.45M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hvt
Nyse,HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hvt.a
Nyse,HE,"Hawaiian Electric Industries, Inc.",29.9,$3.24B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/he
Nyse,HE^U,"Hawaiian Electric Industries, Inc.",27.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/he^u
Nyse,HCA,"HCA Holdings, Inc.",76.51,$28.97B,2011,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hca
Nyse,HCI,"HCI Group, Inc.",31.6,$328.27M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hci
Nyse,HCJ,"HCI Group, Inc.",25.9659,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hcj
Nyse,HCP,"HCP, Inc.",39.08,$18.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcp
Nyse,HDB,HDFC Bank Limited,72.85,$61.39B,2001,Finance,Commercial Banks,http://www.nasdaq.com/symbol/hdb
Nyse,HW,Headwaters Incorporated,17.78,$1.32B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/hw
Nyse,HR,Healthcare Realty Trust Incorporated,35.43,$4.11B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hr
Nyse,HTA,"Healthcare Trust of America, Inc.",33.92,$4.68B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hta
Nyse,HLS,HealthSouth Corporation,40.81,$3.66B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hls
Nyse,HLS.WS,HealthSouth Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hls.ws
Nyse,HL,Hecla Mining Company,5.91,$2.28B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl
Nyse,HL^B,Hecla Mining Company,61.552,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl^b
Nyse,HEI,Heico Corporation,69.26,$4.66B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/hei
Nyse,HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hei.a
Nyse,HLX,"Helix Energy Solutions Group, Inc.",7.52,$847.05M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hlx
Nyse,HP,"Helmerich & Payne, Inc.",60.19,$6.5B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hp
Nyse,HLF,Herbalife LTD.,61.35,$5.7B,2004,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/hlf
Nyse,HRI,Herc Holdings Inc.,34.55,$978.14M,2016,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/hri
Nyse,HTGC,"Hercules Capital, Inc.",13.76,$1.03B,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgc
Nyse,HTGX,"Hercules Capital, Inc.",26.15,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/htgx
Nyse,HTGY,"Hercules Capital, Inc.",25.8599,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htgy
Nyse,HTGZ,"Hercules Capital, Inc.",25.6,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgz
Nyse,HRTG,"Heritage Insurance Holdings, Inc.",13.94,$424.14M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hrtg
Nyse,HT,Hersha Hospitality Trust,19.09,$809.94M,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ht
Nyse,HT^C,Hersha Hospitality Trust,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^c
Nyse,HT^D,Hersha Hospitality Trust,25.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^d
Nyse,HSY,Hershey Company (The),99.3,$21.17B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy
Nyse,HTZ,"Hertz Global Holdings, Inc",49.59,$4.21B,2016,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/htz
Nyse,HES,Hess Corporation,53.08,$16.81B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes
Nyse,HES^A,Hess Corporation,65.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes^a
Nyse,HPE,Hewlett Packard Enterprise Company,22.21,$36.91B,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
Nyse,HXL,Hexcel Corporation,45.47,$4.21B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
Nyse,HF,"HFF, Inc.",27.51,$1.05B,2007,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/hf
Nyse,HGG,"HHGregg, Inc.",2.06,$57.26M,2007,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/hgg
Nyse,HCLP,Hi-Crush Partners LP,15.03,$836.26M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hclp
Nyse,NHF,Highland Funds I,22.01,$351.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf
Nyse,HIW,"Highwoods Properties, Inc.",53.53,$5.28B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hiw
Nyse,HIL,"Hill International, Inc.",4.48,$231.84M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/hil
Nyse,HI,Hillenbrand Inc,32.06,$2.02B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/hi
Nyse,HRC,Hill-Rom Holdings Inc,59.97,$3.93B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
Nyse,HTH,Hilltop Holdings Inc.,22.65,$2.23B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
Nyse,HLT,Hilton Worldwide Holdings Inc.,23.74,$23.5B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt
Nyse,HNI,HNI Corporation,56.18,$2.5B,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hni
Nyse,HMLP,Hoegh LNG Partners LP,18.7,$492.04M,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hmlp
Nyse,HEP,"Holly Energy Partners, L.P.",32.72,$1.93B,2004,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/hep
Nyse,HFC,HollyFrontier Corporation,24.68,$4.36B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
Nyse,HD,"Home Depot, Inc. (The)",135.15,$166.99B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd
Nyse,HMC,"Honda Motor Company, Ltd.",30.96,$55.8B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/hmc
Nyse,HON,Honeywell International Inc.,116.39,$88.56B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon
Nyse,HMN,Horace Mann Educators Corporation,36.33,$1.46B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hmn
Nyse,HZN,Horizon Global Corporation,17.47,$317.83M,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hzn
Nyse,HTF,Horizon Technology Finance Corporation,26.0199,$300.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
Nyse,HRL,Hormel Foods Corporation,38.46,$20.38B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl
Nyse,HOS,Hornbeck Offshore Services,5.14,$186.77M,2004,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hos
Nyse,HST,"Host Hotels & Resorts, Inc.",17.41,$12.93B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hst
Nyse,HLI,"Houlihan Lokey, Inc.",24.94,$1.66B,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
Nyse,HOV,Hovnanian Enterprises Inc,1.87,$275.11M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hov
Nyse,HHC,Howard Hughes Corporation (The),119.05,$4.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hhc
Nyse,HPQ,HP Inc.,14.49,$24.79B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
Nyse,HRG,"HRG Group, Inc.",16.21,$3.25B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
Nyse,HSBC,HSBC Holdings plc,38.65,$153.15B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsbc
Nyse,HSBC^A,HSBC Holdings plc,25.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc^a
Nyse,HSEA,HSBC Holdings plc,27.65,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsea
Nyse,HSEB,HSBC Holdings plc,26.43,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hseb
Nyse,HNP,"Huaneng Power International, Inc.",24.63,$9.36B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/hnp
Nyse,HUBB,Hubbell Inc,108.79,$6.02B,2015,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/hubb
Nyse,HUBS,"HubSpot, Inc.",57.01,$2.02B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
Nyse,HBM,HudBay Minerals Inc,4.15,$980.36M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hbm
Nyse,HBM.WS,HudBay Minerals Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm.ws
Nyse,HPP,"Hudson Pacific Properties, Inc.",33.76,$4.03B,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/hpp
Nyse,HGT,Hugoton Royalty Trust,1.9701,$78.8M,1999,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hgt
Nyse,HUM,Humana Inc.,177.33,$26.43B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum
Nyse,HII,"Huntington Ingalls Industries, Inc.",166.71,$7.8B,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/hii
